Filnavn,Dato,Verdi_1,Verdi_2,Verdi_3,Verdi_4,Verdi_5,Verdi_6,Verdi_7,Verdi_8
Dagsalgsrapportjuli23.pdf,14,199,"45,26",4777,440,10554,99,10653,24
Dagsalgsrapportjuli23.pdf,16,246,"50,34",5165,489,10260,1138,11398,21
Dagsalgsrapportjuli23.pdf,15,17,16,241,"51,89",7473,465,14402,63
Dagsalgsrapportjuli23.pdf,31,18,311,"52,76",5291,590,10029,4250,14278
Dagsalgsrapportjuli23.pdf,17,17,202,"42,95",5044,470,11743,38,11782
Dagsalgsrapportjuli23.pdf,25,19,194,"44,91",2526,433,5624,1549,7173
Dagsalgsrapportjuli23.pdf,13,18,246,"52,09",2701,471,5185,60,5245
Dagsalgsrapportjuli23.pdf,11,20,164,"46,31",4097,354,8846,3701,12547
Dagsalgsrapportjuli23.pdf,25,19,193,"43,30",5221,447,12058,490,12548
Dagsalgsrapportjuli23.pdf,27,21,217,"49,58",9122,438,18399,3054,21453
Dagsalgsrapportjuli23.pdf,20,191,"43,53",6495,439,14919,73,14992,34
Dagsalgsrapportjuli23.pdf,22,169,"44,71",6075,377,13589,3159,16748,36
Dagsalgsrapportjuli23.pdf,21,132,"37,50",2368,351,6315,189,6504,18
Dagsalgsrapportjuli23.pdf,23,184,"45,22",4049,407,8954,5253,14206,22
Dagsalgsrapportjuli23.pdf,22,24,23,171,"43,87",3425,390,7806,487
Dagsalgsrapportjuli23.pdf,20,25,198,"47,85",5731,413,11976,2962,14938
Dagsalgsrapportjuli23.pdf,29,24,198,"50,13",3373,396,6729,86,6815
Dagsalgsrapportjuli23.pdf,17,26,180,"47,70",3962,378,8306,2161,10466
Dagsalgsrapportjuli23.pdf,22,25,202,"48,68",3432,415,7050,343,7394
Dagsalgsrapportjuli23.pdf,17,27,279,"51,09",7821,547,15309,2609,17918
Dagsalgsrapportjuli23.pdf,28,26,194,"49,16",3305,395,6723,464,7187
Dagsalgsrapportjuli23.pdf,17,28,286,"49,01",6871,584,14019,2782,16801
Dagsalgsrapportjuli23.pdf,24,27,180,"46,14",4681,390,10145,247,10392
Dagsalgsrapportjuli23.pdf,26,29,199,"51,41",2583,387,5025,1361,6386
Dagsalgsrapportjuli23.pdf,13,28,140,"39,20",5184,357,13223,339,13562
Dagsalgsrapportjuli23.pdf,30,200,"45,95",4602,435,10015,2830,12846,23
Dagsalgsrapportjuli23.pdf,29,31,30,249,"51,26",6468,485,12617,1254
Dagsalgsrapportjuli23.pdf,26,31,-----------------------------------------------------------------,-----------------------------------------------------------------,188,"45,71",117228,412,256444
Dagsalgsrapportjuli23.pdf,3,"-0,42",-1365,6,Rek,"0,13",334,1,"-1,07"
Dagsalgsrapportjuli23.pdf,22,C+S,,,,,,,
Dagsalgsrapportjuli24.pdf,1,Side,10:18,Kl.,5.03.26,Dato,LIS010,***,DAGSALGSRAPPORT
Dagsalgsrapportjuli24.pdf,24,2 1,278,"55,57",9466,501,17034,2354,19388
Dagsalgsrapportjuli24.pdf,3,247,"51,83",7395,476,14267,4072,18339,30
Dagsalgsrapportjuli24.pdf,1,320,"55,00",4478,582,8142,3454,11595,14
Dagsalgsrapportjuli24.pdf,4,235,"50,90",9887,462,19423,5195,24618,42
Dagsalgsrapportjuli24.pdf,2,278,"53,66",8895,518,16575,5145,21720,32
Dagsalgsrapportjuli24.pdf,5,250,"53,88",4756,465,8826,9178,18004,19
Dagsalgsrapportjuli24.pdf,3,287,"54,39",6025,528,11078,1930,13008,21
Dagsalgsrapportjuli24.pdf,6,293,"52,18",8485,561,16262,2147,18409,29
Dagsalgsrapportjuli24.pdf,4,343,"57,91",7556,593,13048,3475,16523,22
Dagsalgsrapportjuli24.pdf,7,281,"47,61",5905,591,12403,3150,15554,21
Dagsalgsrapportjuli24.pdf,5,280,"54,48",4755,513,8727,2566,11293,17
Dagsalgsrapportjuli24.pdf,8,213,"49,79",5756,428,11561,2445,14006,27
Dagsalgsrapportjuli24.pdf,6,9,7,299,"54,49",11950,548,21931,3534
Dagsalgsrapportjuli24.pdf,10,262,"52,80",4969,495,9410,1262,10673,19
Dagsalgsrapportjuli24.pdf,8,286,"58,13",7713,491,13270,2380,15650,27
Dagsalgsrapportjuli24.pdf,11,327,"52,97",5894,618,11126,2989,14115,18
Dagsalgsrapportjuli24.pdf,9,310,"53,57",6815,578,12721,3046,15766,22
Dagsalgsrapportjuli24.pdf,12,299,"52,57",5389,569,10250,4009,14259,18
Dagsalgsrapportjuli24.pdf,10,276,"51,51",6635,537,12881,1626,14507,24
Dagsalgsrapportjuli24.pdf,13,295,"49,68",10023,593,20177,3895,24072,34
Dagsalgsrapportjuli24.pdf,11,354,"54,34",8858,652,16302,-469,15833,25
Dagsalgsrapportjuli24.pdf,14,262,"49,32",9430,531,19119,3446,22566,36
Dagsalgsrapportjuli24.pdf,12,246,"50,34",5165,489,10260,1138,11398,21
Dagsalgsrapportjuli24.pdf,15,237,"46,24",6859,511,14833,3320,18153,29
Dagsalgsrapportjuli24.pdf,13,16,14,311,"52,76",5291,590,10029,4250
Dagsalgsrapportjuli24.pdf,17,17,171,"41,93",7171,407,17102,3558,20661
Dagsalgsrapportjuli24.pdf,15,194,"44,91",2526,433,5624,1549,7173,13
Dagsalgsrapportjuli24.pdf,18,232,"46,68",7184,496,15389,1822,17211,31
Dagsalgsrapportjuli24.pdf,16,164,"46,31",4097,354,8846,3701,12547,25
Dagsalgsrapportjuli24.pdf,19,209,"45,50",8372,460,18402,2525,20926,40
Dagsalgsrapportjuli24.pdf,17,217,"49,58",9122,438,18399,3054,21453,42
Dagsalgsrapportjuli24.pdf,20,163,"37,27",6686,438,17942,1418,19360,41
Dagsalgsrapportjuli24.pdf,18,169,"44,71",6075,377,13589,3159,16748,36
Dagsalgsrapportjuli24.pdf,21,270,"48,07",9183,562,19102,1642,20745,34
Dagsalgsrapportjuli24.pdf,19,184,"45,22",4049,407,8954,5253,14206,22
Dagsalgsrapportjuli24.pdf,22,184,"43,89",4037,418,9198,2302,11501,22
Dagsalgsrapportjuli24.pdf,20,23,21,198,"47,85",5731,413,11976,2962
Dagsalgsrapportjuli24.pdf,29,24,226,"48,02",8583,470,17874,1938,19811
Dagsalgsrapportjuli24.pdf,22,180,"47,70",3962,378,8306,2161,10466,22
Dagsalgsrapportjuli24.pdf,25,247,"45,53",7157,542,15718,2509,18226,29
Dagsalgsrapportjuli24.pdf,23,279,"51,09",7821,547,15309,2609,17918,28
Dagsalgsrapportjuli24.pdf,26,283,"46,29",8503,612,18370,3036,21406,30
Dagsalgsrapportjuli24.pdf,24,286,"49,01",6871,584,14019,2782,16801,24
Dagsalgsrapportjuli24.pdf,27,259,"50,26",8555,516,17022,5341,22363,33
Dagsalgsrapportjuli24.pdf,25,199,"51,41",2583,387,5025,1361,6386,13
Dagsalgsrapportjuli24.pdf,28,245,"43,25",9049,566,20925,2249,23174,37
Dagsalgsrapportjuli24.pdf,26,200,"45,95",4602,435,10015,2830,12846,23
Dagsalgsrapportjuli24.pdf,29,207,"46,54",6006,445,12905,2209,15114,29
Dagsalgsrapportjuli24.pdf,27,30,28,249,"51,26",6468,485,12617,1254
Dagsalgsrapportjuli24.pdf,26,31,254,"50,62",6092,501,12035,3316,15351
Dagsalgsrapportjuli24.pdf,24,29,310,"49,66",6826,625,13746,1444,15190
Dagsalgsrapportjuli24.pdf,22,30,184,"43,21",5877,425,13600,2946,16546
Dagsalgsrapportjuli24.pdf,31,-----------------------------------------------------------------,-----------------------------------------------------------------,257,"51,78",164994,496,318627,68274
Dagsalgsrapportjuli24.pdf,6,"-0,45",-1872,8,Rek,"-1,07",-3417,-9,"-0,77"
Dagsalgsrapportjuli25.pdf,1,Side,10:30,Kl.,5.03.26,Dato,LIS010,***,DAGSALGSRAPPORT
Dagsalgsrapportjuli25.pdf,30,1,235,"50,90",9887,462,19423,5195,24618
Dagsalgsrapportjuli25.pdf,2,309,"50,65",9261,609,18284,2922,21206,30
Dagsalgsrapportjuli25.pdf,1,250,"53,88",4756,465,8826,9178,18004,19
Dagsalgsrapportjuli25.pdf,3,258,"48,45",12386,533,25566,1828,27394,48
Dagsalgsrapportjuli25.pdf,2,293,"52,18",8485,561,16262,2147,18409,29
Dagsalgsrapportjuli25.pdf,4,229,"43,78",9828,522,22449,4185,26634,43
Dagsalgsrapportjuli25.pdf,3,281,"47,61",5905,591,12403,3150,15554,21
Dagsalgsrapportjuli25.pdf,5,269,"46,58",9683,577,20787,8270,29058,36
Dagsalgsrapportjuli25.pdf,4,213,"49,79",5756,428,11561,2445,14006,27
Dagsalgsrapportjuli25.pdf,6,262,"47,58",11003,551,23126,4409,27535,42
Dagsalgsrapportjuli25.pdf,5,7,6,262,"52,80",4969,495,9410,1262
Dagsalgsrapportjuli25.pdf,19,8,319,"51,47",12459,621,24205,1572,25777
Dagsalgsrapportjuli25.pdf,7,327,"52,97",5894,618,11126,2989,14115,18
Dagsalgsrapportjuli25.pdf,9,284,"46,38",4836,613,10428,1986,12414,17
Dagsalgsrapportjuli25.pdf,8,299,"52,57",5389,569,10250,4009,14259,18
Dagsalgsrapportjuli25.pdf,10,230,"44,74",3676,514,8217,1851,10068,16
Dagsalgsrapportjuli25.pdf,9,295,"49,68",10023,593,20177,3895,24072,34
Dagsalgsrapportjuli25.pdf,11,184,"42,90",4980,430,11608,1528,13136,27
Dagsalgsrapportjuli25.pdf,10,262,"49,32",9430,531,19119,3446,22566,36
Dagsalgsrapportjuli25.pdf,12,301,"54,29",15038,554,27702,2366,30067,50
Dagsalgsrapportjuli25.pdf,11,237,"46,24",6859,511,14833,3320,18153,29
Dagsalgsrapportjuli25.pdf,13,252,"51,54",6294,488,12212,2808,15020,25
Dagsalgsrapportjuli25.pdf,12,14,13,171,"41,93",7171,407,17102,3558
Dagsalgsrapportjuli25.pdf,15,282,"52,53",9300,536,17703,1507,19210,33
Dagsalgsrapportjuli25.pdf,14,232,"46,68",7184,496,15389,1822,17211,31
Dagsalgsrapportjuli25.pdf,16,320,"53,44",8967,599,16781,3934,20715,28
Dagsalgsrapportjuli25.pdf,15,209,"45,50",8372,460,18402,2525,20926,40
Dagsalgsrapportjuli25.pdf,17,241,"51,14",3130,471,6120,2178,8298,13
Dagsalgsrapportjuli25.pdf,16,163,"37,27",6686,438,17942,1418,19360,41
Dagsalgsrapportjuli25.pdf,18,259,"55,37",5176,467,9347,1979,11326,20
Dagsalgsrapportjuli25.pdf,17,270,"48,07",9183,562,19102,1642,20745,34
Dagsalgsrapportjuli25.pdf,19,276,"46,93",8011,589,17070,1476,18546,29
Dagsalgsrapportjuli25.pdf,18,184,"43,89",4037,418,9198,2302,11501,22
Dagsalgsrapportjuli25.pdf,20,294,"50,85",6767,579,13309,2920,16229,23
Dagsalgsrapportjuli25.pdf,19,21,20,226,"48,02",8583,470,17874,1938
Dagsalgsrapportjuli25.pdf,22,287,"49,70",9197,578,18506,1954,20460,32
Dagsalgsrapportjuli25.pdf,21,247,"45,53",7157,542,15718,2509,18226,29
Dagsalgsrapportjuli25.pdf,23,350,"52,37",7696,668,14695,3378,18074,22
Dagsalgsrapportjuli25.pdf,22,283,"46,29",8503,612,18370,3036,21406,30
Dagsalgsrapportjuli25.pdf,24,231,"50,58",4845,456,9579,318,9897,21
Dagsalgsrapportjuli25.pdf,23,259,"50,26",8555,516,17022,5341,22363,33
Dagsalgsrapportjuli25.pdf,25,222,"51,47",7540,431,14650,3302,17953,34
Dagsalgsrapportjuli25.pdf,24,245,"43,25",9049,566,20925,2249,23174,37
Dagsalgsrapportjuli25.pdf,26,254,"49,67",6094,511,12269,1376,13645,24
Dagsalgsrapportjuli25.pdf,25,207,"46,54",6006,445,12905,2209,15114,29
Dagsalgsrapportjuli25.pdf,27,91,"25,25",4443,359,17594,3934,21528,49
Dagsalgsrapportjuli25.pdf,26,28,27,254,"50,62",6092,501,12035,3316
Dagsalgsrapportjuli25.pdf,24,29,207,"38,47",4562,539,11858,278,12135
Dagsalgsrapportjuli25.pdf,22,28,310,"49,66",6826,625,13746,1444,15190
Dagsalgsrapportjuli25.pdf,22,30,175,"42,57",11391,412,26756,2065,28821
Dagsalgsrapportjuli25.pdf,29,184,"43,21",5877,425,13600,2946,16546,32
Dagsalgsrapportjuli25.pdf,31,174,"43,13",8542,404,19807,4012,23819,49
Dagsalgsrapportjuli25.pdf,30,231,"48,05",8770,480,18253,2131,20384,38
Dagsalgsrapportjuli25.pdf,31,-----------------------------------------------------------------,-----------------------------------------------------------------,241,"47,67",194027,505,406988,83364
Dagsalgsrapportjuli25.pdf,8,"-0,44",-1986,11,Rek,"-0,77",-3150,-15,"-0,19"
Dagsalgsrapportjuni23.pdf,1,Side,10:09,Kl.,5.03.26,Dato,LIS010,***,DAGSALGSRAPPORT
Dagsalgsrapportjuni23.pdf,15,1,323,"58,06",10002,556,17226,544,17770
Dagsalgsrapportjuni23.pdf,31,2,420,"60,62",12594,693,20777,4473,25250
Dagsalgsrapportjuni23.pdf,30,1,263,"54,69",7878,480,14404,313,14717
Dagsalgsrapportjuni23.pdf,30,3,398,"62,50",9543,636,15269,322,15590
Dagsalgsrapportjuni23.pdf,24,2,302,"55,44",8447,544,15236,316,15552
Dagsalgsrapportjuni23.pdf,28,4,404,"60,69",15760,666,25969,1734,27702
Dagsalgsrapportjuni23.pdf,3,5,4,6,387,"59,59",7352,649,12337
Dagsalgsrapportjuni23.pdf,19,5,366,"58,16",12084,630,20776,302,21078
Dagsalgsrapportjuni23.pdf,7,416,"63,41",12058,656,19017,5725,24742,29
Dagsalgsrapportjuni23.pdf,6,259,"53,26",6983,486,13110,705,13815,27
Dagsalgsrapportjuni23.pdf,8,502,"63,30",6526,793,10310,4930,15240,13
Dagsalgsrapportjuni23.pdf,7,418,"57,51",12966,727,22546,667,23213,31
Dagsalgsrapportjuni23.pdf,9,433,"61,73",13861,702,22454,2531,24986,32
Dagsalgsrapportjuni23.pdf,8,309,"56,55",11115,546,19654,308,19962,36
Dagsalgsrapportjuni23.pdf,10,414,"62,35",15742,664,25250,4436,29686,38
Dagsalgsrapportjuni23.pdf,9,341,"59,53",13627,572,22891,1041,23932,40
Dagsalgsrapportjuni23.pdf,11,402,"61,92",12072,650,19496,6446,25942,30
Dagsalgsrapportjuni23.pdf,10,12,11,250,"54,10",8265,463,15278,664
Dagsalgsrapportjuni23.pdf,13,388,"61,42",13566,631,22088,3434,25522,35
Dagsalgsrapportjuni23.pdf,12,231,"55,02",8529,419,15502,364,15866,37
Dagsalgsrapportjuni23.pdf,14,395,"57,36",13838,689,24124,5402,29526,35
Dagsalgsrapportjuni23.pdf,13,209,"51,36",10236,407,19929,654,20583,49
Dagsalgsrapportjuni23.pdf,15,416,"60,71",12051,684,19849,3056,22905,29
Dagsalgsrapportjuni23.pdf,14,251,"51,42",10805,489,21014,438,21452,43
Dagsalgsrapportjuni23.pdf,16,323,"60,33",14200,535,23538,4063,27601,44
Dagsalgsrapportjuni23.pdf,15,338,"56,15",11141,601,19842,391,20233,33
Dagsalgsrapportjuni23.pdf,17,382,"60,11",18336,635,30502,7772,38274,48
Dagsalgsrapportjuni23.pdf,16,306,"56,03",13750,545,24538,118,24656,45
Dagsalgsrapportjuni23.pdf,18,257,"54,40",13342,472,24527,2959,27486,52
Dagsalgsrapportjuni23.pdf,17,19,18,316,"59,65",6948,529,11647,157
Dagsalgsrapportjuni23.pdf,22,20,416,"60,89",14158,684,23253,8108,31361
Dagsalgsrapportjuni23.pdf,19,315,"56,72",10714,556,18888,316,19204,34
Dagsalgsrapportjuni23.pdf,21,404,"61,44",10088,657,16420,2329,18749,25
Dagsalgsrapportjuni23.pdf,20,354,"58,59",8145,604,13902,406,14309,23
Dagsalgsrapportjuni23.pdf,22,338,"59,70",10126,565,16961,2006,18967,30
Dagsalgsrapportjuni23.pdf,21,280,"55,52",6431,504,11583,502,12086,23
Dagsalgsrapportjuni23.pdf,23,382,"58,40",5352,655,9165,4437,13602,14
Dagsalgsrapportjuni23.pdf,22,373,"59,25",12308,630,20774,318,21093,33
Dagsalgsrapportjuni23.pdf,24,344,"61,96",9295,556,15002,4005,19006,27
Dagsalgsrapportjuni23.pdf,23,331,"57,94",9595,571,16562,404,16966,29
Dagsalgsrapportjuni23.pdf,25,439,"60,82",9210,721,15143,4488,19631,21
Dagsalgsrapportjuni23.pdf,24,26,25,326,"53,43",4884,609,9141,178
Dagsalgsrapportjuni23.pdf,15,27,295,"64,80",6779,455,10462,2722,13183
Dagsalgsrapportjuni23.pdf,23,26,355,"55,31",6039,642,10918,142,11059
Dagsalgsrapportjuni23.pdf,17,28,368,"59,97",9190,613,15324,4661,19985
Dagsalgsrapportjuni23.pdf,25,27,283,"56,10",7084,505,12628,460,13088
Dagsalgsrapportjuni23.pdf,25,29,367,"60,62",9532,605,15724,4316,20040
Dagsalgsrapportjuni23.pdf,26,28,240,"50,90",5036,471,9894,148,10042
Dagsalgsrapportjuni23.pdf,21,30,327,"52,31",6545,626,12512,2365,14877
Dagsalgsrapportjuni23.pdf,20,29,345,"55,38",7943,624,14342,5885,20227
Dagsalgsrapportjuni23.pdf,23,30,-----------------------------------------------------------------,-----------------------------------------------------------------,302,"56,05",227743,540,406311
Dagsalgsrapportjuni23.pdf,7,"-0,61",-2928,13,Rek,"-0,22",-897,-6,"-1,22"
Dagsalgsrapportjuni23.pdf,27,C+S,,,,,,,
Dagsalgsrapportjuni24.pdf,1,Side,10:18,Kl.,5.03.26,Dato,LIS010,***,DAGSALGSRAPPORT
Dagsalgsrapportjuni24.pdf,30,1,398,"62,50",9543,636,15269,322,15590
Dagsalgsrapportjuni24.pdf,24,2,404,"60,69",15760,666,25969,1734,27702
Dagsalgsrapportjuni24.pdf,3,365,"57,35",12789,637,22301,5622,27923,35
Dagsalgsrapportjuni24.pdf,1,4,2,387,"59,59",7352,649,12337,239
Dagsalgsrapportjuni24.pdf,19,5,438,"58,25",12252,751,21035,3526,24561
Dagsalgsrapportjuni24.pdf,28,3,416,"63,41",12058,656,19017,5725,24742
Dagsalgsrapportjuni24.pdf,29,6,378,"50,22",13232,753,26350,1910,28260
Dagsalgsrapportjuni24.pdf,4,502,"63,30",6526,793,10310,4930,15240,13
Dagsalgsrapportjuni24.pdf,7,258,"55,60",3863,463,6948,2279,9227,15
Dagsalgsrapportjuni24.pdf,5,433,"61,73",13861,702,22454,2531,24986,32
Dagsalgsrapportjuni24.pdf,8,376,"60,72",9407,620,15492,2288,17780,25
Dagsalgsrapportjuni24.pdf,6,414,"62,35",15742,664,25250,4436,29686,38
Dagsalgsrapportjuni24.pdf,9,388,"61,56",4658,631,7566,5049,12615,12
Dagsalgsrapportjuni24.pdf,7,402,"61,92",12072,650,19496,6446,25942,30
Dagsalgsrapportjuni24.pdf,10,444,"58,93",12866,753,21833,3387,25220,29
Dagsalgsrapportjuni24.pdf,8,11,9,388,"61,42",13566,631,22088,3434
Dagsalgsrapportjuni24.pdf,12,364,"57,23",7998,635,13976,4233,18209,22
Dagsalgsrapportjuni24.pdf,10,395,"57,36",13838,689,24124,5402,29526,35
Dagsalgsrapportjuni24.pdf,13,400,"60,63",9602,660,15837,2101,17938,24
Dagsalgsrapportjuni24.pdf,11,416,"60,71",12051,684,19849,3056,22905,29
Dagsalgsrapportjuni24.pdf,14,287,"53,65",9760,535,18190,4138,22329,34
Dagsalgsrapportjuni24.pdf,12,323,"60,33",14200,535,23538,4063,27601,44
Dagsalgsrapportjuni24.pdf,15,323,"54,67",11624,591,21263,4159,25422,36
Dagsalgsrapportjuni24.pdf,13,382,"60,11",18336,635,30502,7772,38274,48
Dagsalgsrapportjuni24.pdf,16,380,"58,13",15957,654,27450,2845,30295,42
Dagsalgsrapportjuni24.pdf,14,257,"54,40",13342,472,24527,2959,27486,52
Dagsalgsrapportjuni24.pdf,17,294,"54,63",13837,539,25328,3298,28626,47
Dagsalgsrapportjuni24.pdf,15,18,16,416,"60,89",14158,684,23253,8108
Dagsalgsrapportjuni24.pdf,19,293,"54,59",9679,537,17730,4983,22713,33
Dagsalgsrapportjuni24.pdf,17,404,"61,44",10088,657,16420,2329,18749,25
Dagsalgsrapportjuni24.pdf,20,306,"53,27",11937,575,22406,4390,26797,39
Dagsalgsrapportjuni24.pdf,18,338,"59,70",10126,565,16961,2006,18967,30
Dagsalgsrapportjuni24.pdf,21,325,"53,79",12029,604,22364,3706,26070,37
Dagsalgsrapportjuni24.pdf,19,382,"58,40",5352,655,9165,4437,13602,14
Dagsalgsrapportjuni24.pdf,22,352,"57,21",7045,616,12314,5543,17857,20
Dagsalgsrapportjuni24.pdf,20,344,"61,96",9295,556,15002,4005,19006,27
Dagsalgsrapportjuni24.pdf,23,335,"55,30",18745,605,33894,3180,37074,56
Dagsalgsrapportjuni24.pdf,21,439,"60,82",9210,721,15143,4488,19631,21
Dagsalgsrapportjuni24.pdf,24,305,"53,61",11880,568,22158,2235,24394,39
Dagsalgsrapportjuni24.pdf,22,25,23,295,"64,80",6779,455,10462,2722
Dagsalgsrapportjuni24.pdf,23,26,302,"54,64",7255,553,13278,5475,18754
Dagsalgsrapportjuni24.pdf,24,24,368,"59,97",9190,613,15324,4661,19985
Dagsalgsrapportjuni24.pdf,25,27,283,"51,69",5653,547,10937,2681,13618
Dagsalgsrapportjuni24.pdf,20,25,367,"60,62",9532,605,15724,4316,20040
Dagsalgsrapportjuni24.pdf,26,28,341,"53,17",11586,641,21790,7117,28907
Dagsalgsrapportjuni24.pdf,26,327,"52,31",6545,626,12512,2365,14877,20
Dagsalgsrapportjuni24.pdf,29,309,"57,81",8649,534,14962,3673,18634,28
Dagsalgsrapportjuni24.pdf,27,345,"55,38",7943,624,14342,5885,20227,23
Dagsalgsrapportjuni24.pdf,30,392,"55,48",10179,706,18349,5574,23923,26
Dagsalgsrapportjuni24.pdf,28,273,"52,63",11484,520,21819,5508,27327,42
Dagsalgsrapportjuni24.pdf,13,"-0,29",-1424,7,Rek,"-1,22",-5883,-22,"-0,29"
Dagsalgsrapportjuni25.pdf,1,Side,10:29,Kl.,5.03.26,Dato,LIS010,***,DAGSALGSRAPPORT
Dagsalgsrapportjuni25.pdf,1,438,"58,25",12252,751,21035,3526,24561,28
Dagsalgsrapportjuni25.pdf,3,319,"52,82",10855,604,20551,2771,23322,34
Dagsalgsrapportjuni25.pdf,2,378,"50,22",13232,753,26350,1910,28260,35
Dagsalgsrapportjuni25.pdf,4,360,"58,38",11881,617,20350,2008,22358,33
Dagsalgsrapportjuni25.pdf,3,258,"55,60",3863,463,6948,2279,9227,15
Dagsalgsrapportjuni25.pdf,5,298,"51,33",5959,580,11610,3614,15224,20
Dagsalgsrapportjuni25.pdf,4,376,"60,72",9407,620,15492,2288,17780,25
Dagsalgsrapportjuni25.pdf,6,370,"58,39",11464,633,19633,1881,21514,31
Dagsalgsrapportjuni25.pdf,5,388,"61,56",4658,631,7566,5049,12615,12
Dagsalgsrapportjuni25.pdf,7,386,"55,31",13502,698,24414,5540,29954,35
Dagsalgsrapportjuni25.pdf,6,444,"58,93",12866,753,21833,3387,25220,29
Dagsalgsrapportjuni25.pdf,8,452,"60,56",10400,747,17174,4190,21365,23
Dagsalgsrapportjuni25.pdf,7,9,8,364,"57,23",7998,635,13976,4233
Dagsalgsrapportjuni25.pdf,22,10,9,400,"60,63",9602,660,15837,2101
Dagsalgsrapportjuni25.pdf,24,11,478,"55,72",11473,858,20589,3594,24183
Dagsalgsrapportjuni25.pdf,24,10,287,"53,65",9760,535,18190,4138,22329
Dagsalgsrapportjuni25.pdf,12,221,"40,71",7938,542,19497,2261,21758,36
Dagsalgsrapportjuni25.pdf,11,323,"54,67",11624,591,21263,4159,25422,36
Dagsalgsrapportjuni25.pdf,13,237,"46,25",12103,513,26167,2308,28475,51
Dagsalgsrapportjuni25.pdf,12,380,"58,13",15957,654,27450,2845,30295,42
Dagsalgsrapportjuni25.pdf,14,221,"46,79",14829,473,31695,2642,34338,67
Dagsalgsrapportjuni25.pdf,13,294,"54,63",13837,539,25328,3298,28626,47
Dagsalgsrapportjuni25.pdf,15,318,"54,79",19099,581,34857,4690,39547,60
Dagsalgsrapportjuni25.pdf,14,16,15,293,"54,59",9679,537,17730,4983
Dagsalgsrapportjuni25.pdf,17,267,"51,96",12014,514,23122,1571,24693,45
Dagsalgsrapportjuni25.pdf,16,306,"53,27",11937,575,22406,4390,26797,39
Dagsalgsrapportjuni25.pdf,18,463,"58,22",16659,795,28613,1147,29760,36
Dagsalgsrapportjuni25.pdf,17,325,"53,79",12029,604,22364,3706,26070,37
Dagsalgsrapportjuni25.pdf,19,278,"52,44",7788,530,14852,4158,19010,28
Dagsalgsrapportjuni25.pdf,18,352,"57,21",7045,616,12314,5543,17857,20
Dagsalgsrapportjuni25.pdf,20,351,"53,07",14388,661,27111,4778,31890,41
Dagsalgsrapportjuni25.pdf,19,335,"55,30",18745,605,33894,3180,37074,56
Dagsalgsrapportjuni25.pdf,21,320,"55,68",12812,575,23011,3614,26626,40
Dagsalgsrapportjuni25.pdf,20,305,"53,61",11880,568,22158,2235,24394,39
Dagsalgsrapportjuni25.pdf,22,378,"56,86",15132,665,26612,10061,36673,40
Dagsalgsrapportjuni25.pdf,21,23,472,"62,14",1887,759,3037,3037,4
Dagsalgsrapportjuni25.pdf,22,302,"54,64",7255,553,13278,5475,18754,24
Dagsalgsrapportjuni25.pdf,24,258,"49,34",7983,522,16179,1593,17772,31
Dagsalgsrapportjuni25.pdf,23,283,"51,69",5653,547,10937,2681,13618,20
Dagsalgsrapportjuni25.pdf,25,291,"49,69",12815,586,25789,1230,27019,44
Dagsalgsrapportjuni25.pdf,24,341,"53,17",11586,641,21790,7117,28907,34
Dagsalgsrapportjuni25.pdf,26,292,"51,34",7311,570,14241,3875,18116,25
Dagsalgsrapportjuni25.pdf,25,309,"57,81",8649,534,14962,3673,18634,28
Dagsalgsrapportjuni25.pdf,27,334,"55,52",11035,602,19876,3071,22947,33
Dagsalgsrapportjuni25.pdf,26,392,"55,48",10179,706,18349,5574,23923,26
Dagsalgsrapportjuni25.pdf,28,329,"53,26",11187,618,21003,2274,23278,34
Dagsalgsrapportjuni25.pdf,27,273,"52,63",11484,520,21819,5508,27327,42
Dagsalgsrapportjuni25.pdf,29,367,"55,96",13202,655,23594,5869,29462,36
Dagsalgsrapportjuni25.pdf,28,30,29,252,"52,91",6802,476,12856,1710
Dagsalgsrapportjuni25.pdf,27,30,-----------------------------------------------------------------,-----------------------------------------------------------------,338,"55,51",263966,608,475571
Dagsalgsrapportjuni25.pdf,7,"-0,55",-2932,9,Rek,"-0,29",-1398,-9,"-0,35"
Dagsalgsrapportmai23.pdf,1,Side,10:09,Kl.,5.03.26,Dato,LIS010,***,DAGSALGSRAPPORT
Dagsalgsrapportmai23.pdf,1,406,"59,48",7300,682,12274,486,12759,18
Dagsalgsrapportmai23.pdf,2,1,263,"47,15",10536,559,22346,192,22538
Dagsalgsrapportmai23.pdf,3,456,"60,26",14135,757,23455,3290,26746,31
Dagsalgsrapportmai23.pdf,2,310,"58,33",12384,531,21230,644,21874,40
Dagsalgsrapportmai23.pdf,4,366,"62,03",7315,590,11792,598,12390,20
Dagsalgsrapportmai23.pdf,3,315,"58,67",12580,536,21443,736,22179,40
Dagsalgsrapportmai23.pdf,5,428,"64,68",14110,661,21814,4949,26762,33
Dagsalgsrapportmai23.pdf,4,362,"58,51",13769,619,23531,432,23963,38
Dagsalgsrapportmai23.pdf,6,462,"62,94",8309,733,13202,3764,16966,18
Dagsalgsrapportmai23.pdf,5,319,"58,77",10846,543,18454,421,18875,34
Dagsalgsrapportmai23.pdf,7,440,"62,31",16734,707,26858,3775,30633,38
Dagsalgsrapportmai23.pdf,6,8,7,303,"62,14",9092,488,14632,479
